request_id,amount,account_age_days,num_txn_24h,avg_txn_amount,time_since_last_min,device_risk,country,channel
e4039782-67e5-23c9-ee73-35a01662e2ce,97.11554732771444,0,12,610.9743903459703,244.70103729665,0.7094494490704116,IN,mobile
ae803ec3-17ec-e70c-848e-817b00d50d95,54.44167214651533,0,10,600.1075840847723,157.16384463672836,0.5575907779521072,NG,web
224af27c-552e-478b-1860-f88198c4aa39,77.96787864150924,245,12,843.7863463158421,9.00057756123337,0.7185319123485936,US,mobile
05768b41-199e-e815-f6eb-fd7b6561f0d2,79.74249194840485,222,11,548.7871804246357,144.26083778903018,0.7839432385300851,US,mobile
d7e5c93a-aaf2-7bd7-a7f4-6219e1eae307,43.07788433863104,556,9,322.57053537576104,20.63923021912162,0.6949152346844328,US,mobile
01f0ee7c-8833-d9d0-1737-0d5c7ae06524,35.92065402258162,50,14,726.7619795510087,374.66250228509637,0.6461984694759523,IN,web
fe136803-95ea-eb7a-a8d6-36d82dd87205,29.086106966648316,363,9,345.51721393646375,254.81278153045753,0.6945365353861724,US,mobile
30ccaca7-2f07-b23f-a99d-4a70bff21b83,402.41856647191764,483,9,721.4203187408029,104.03188388571786,0.8546699387044387,US,web
bb0f735f-818e-dc33-eac4-3156242b1147,14.13573590014773,68,14,543.8189749527645,155.83642330183102,0.4309050786943388,US,web
bea04080-688c-b1eb-4d5c-05c421e76ed1,140.04871999616384,548,11,547.6719409095848,230.10764732169366,0.8978711958333033,US,mobile
46f68a05-0bbe-5785-8e64-7434445e3dec,23.05018970934087,1007,14,659.8695255869767,141.18266095209515,0.5746751214975839,NG,mobile
e4036997-d0f6-7f9d-ef2a-0a3856f45a17,48.712849687753646,0,11,691.71088322344,159.09136799606418,0.6098777952622128,US,mobile
131b6d63-3548-3189-9744-33618bc56a61,29.6166941337025,270,16,479.45601575831205,101.35750841587935,0.575148798035628,US,web
6cd1e15e-181a-f11a-45b1-99310d68075c,18.950152601691556,392,14,711.1858335652722,128.53483322930288,0.5419745758546435,US,web
6de857f8-c313-9ef7-70ca-df5ffd7e7f39,51.13027715716144,181,9,507.2876359542526,98.72002203288838,0.6142500604675885,US,mobile
dc67a9b1-8c12-5778-2987-fc859a2bff1e,58.92441136835075,363,9,735.0259796231325,25.61874045530459,0.7171563861578744,IN,web
81dda346-1c3f-5b7e-6300-fe9fd9ee9e8f,162.71124551867683,0,12,677.2265269159848,233.60315210001232,0.7076183777777365,US,mobile
b3db72bc-d46b-a07a-36eb-ccffc785dde5,78.00768230484103,19,9,386.3658968700032,48.474459277106206,0.7058563722952976,IN,mobile
85cfec0f-bb06-c4e5-0797-810a4bc4c45e,52.99765470014288,356,12,583.6731484915093,160.76868235413394,0.6248771536800294,GB,web
f0c2590c-a9bd-2fba-593f-8c215205b713,232.4590711829942,0,12,619.5610295310216,326.3578864213396,0.7744407394278411,US,web
6b222bf3-326b-57cf-af90-9e5d40718897,23.046768938476138,291,11,469.4697029810696,218.32928471350328,0.4905995718610766,US,web
76fc5db9-3638-414a-ced7-e044fc1737ce,103.07534386546318,0,12,452.941212753562,91.60480240993068,0.7138601959413373,GB,api
40fd8706-4221-19c8-6fdb-b64e3d590ab5,80.79236771470238,0,14,841.8079729898029,157.29805413409883,0.688964480924218,US,mobile
85d30ba5-3271-00a9-4ebb-34558197dd46,91.34476626683094,537,10,599.5848026785051,227.5580543674801,0.7637470337396417,GB,web
12f5ad6b-5ab4-3679-248f-b61b0af70cc3,281.18288525280934,232,10,783.0006311736493,81.25691628396828,0.821440401392554,US,mobile
7b8e598b-02de-0379-fbef-72a8750eb553,8.31110676235611,282,13,557.8070483029968,24.528827055352018,0.31821995133812775,IN,web
