request_id,amount,account_age_days,num_txn_24h,avg_txn_amount,time_since_last_min,device_risk,country,channel
780c4b16-a510-59fa-62b2-bbd1c38dbe31,387.87986634158824,563,5,276.3087628140665,135.34999938295414,0.9217580530722967,US,web
322b7d97-32b5-dbc3-df81-475368d0ef1c,45.411915388282324,84,6,304.5128982645748,60.136892866486534,0.540641966103506,NG,api
0e60df92-f823-1d99-65e3-82cbad3c3ba1,61.138922262991684,291,0,321.88263781387775,65.81746218410775,0.48715602706747374,IN,mobile
7387da67-d9d2-ef5d-7152-56ba6d80d558,94.91286267133518,256,3,166.92893899828516,98.71033686148762,0.5897133418982152,US,mobile
53743a2d-871c-fc69-e62d-b17f093c6d79,24.532822674627667,483,5,89.36061540045765,214.4683162821328,0.4771111369620701,US,web
a137a5d2-7e88-37d2-3cc8-d9303398fdc4,426.64580880465405,874,0,142.59760788182408,91.07627035339407,0.8762336896931477,NG,api
a48ac536-db1c-cd8d-c130-c5d79c7b0ef4,152.56472131180246,662,0,409.7144513423398,52.81486063379613,0.781985056271499,US,web
66fb1d88-de6c-3a9c-3136-165f85e116c9,102.5639577751103,0,2,60.13237151043893,287.9044873996712,0.7456449666258614,GB,mobile
6cfb9af5-20df-7893-79e1-575a53a7cfa0,256.0179205157171,12,7,87.55032975739768,43.07640571654299,0.8614806795376151,US,web
d402ef02-b71a-6bb4-bed1-e9987706c40f,34.90132707754833,569,2,117.62153063434098,54.24787668382303,0.5597994284748794,IN,web
85b86a9e-0968-23a9-a82d-e0f7b53bd822,20.097259554560846,104,5,212.9607511070695,0.0,0.4528805706853606,GB,web
726a44e2-411c-bcbb-c0b9-d65a3fa26170,99.40632785686148,651,4,243.16400393009587,0.0,0.7020606588867608,US,web
7e07f580-dc98-8149-dfb9-93b178b9722e,88.15618444645919,322,7,117.72692590906037,0.0,0.6963927954886355,US,web
ee18d851-0bbf-2005-f7cb-f929455a4fb4,119.81596594983795,471,8,199.87554534014424,0.0,0.5216716595949606,US,mobile
a072a0f6-de83-e5b3-2d5e-d2a0e5e638e2,235.4434819598388,555,8,37.04707978618617,20.799737232883395,0.7303771758296308,US,mobile
6145b701-09e7-7184-1990-469fc54c92a1,382.1011094236598,627,10,122.63289096887792,11.477040054773695,0.8708112554351446,US,mobile
36869a7d-2d42-6365-02f9-978142bdf0f1,73.76414079531978,555,1,256.70180660853816,279.9069192027446,0.5700029929757667,US,web
5b9c3d73-1ff1-5662-33a0-aee0ea3c6e08,209.3175977775995,215,5,146.12905334323338,23.924626637292334,0.6792021300154751,IN,mobile
b072e779-387c-2e70-e0e5-a9c220a388d5,190.1067381885544,679,3,280.9820829021458,146.23369938279882,0.7016365015103455,US,mobile
6f8b74f3-32b1-9b62-a778-7457ca7e41fa,122.88559476627557,544,0,326.68906498187624,85.62442351583388,0.7228728005088384,GB,web
e525299c-4ee3-3fee-3cdf-cf0bfbbe8450,265.41040371294116,724,5,167.5669265022122,98.28413395779434,0.803435693850809,OTHER,web
4c79aa81-311e-d4d4-59c7-d356a66bb81e,209.1496298152749,195,2,214.99847812293393,118.19845864386645,0.7382721946909143,NG,web
75c24fe3-dd8b-43f9-561f-f1fd4ac429f6,176.04884181468555,219,10,2.946858128014007,234.465861492108,0.859948953512681,US,web
f99dcb7f-3e0a-9788-c412-5ba9ff601b53,18.025598807680126,141,8,158.57111086340896,103.81920360686496,0.5284608964037578,US,mobile
9cff37ff-0eb0-c2b7-c4dc-eca959788f60,16.87155306400832,86,10,194.25390542773613,205.52021651322372,0.5791825693084227,GB,web
