request_id,amount,account_age_days,num_txn_24h,avg_txn_amount,time_since_last_min,device_risk,country,channel
e88b7591-31db-6e32-d8dc-b35f94c662cd,22.137433496133866,217,10,209.44230623212525,0.0,0.5121049508035737,US,mobile
5bd21b6a-ec89-b7a6-8a0a-c984f71ab247,6.187446515513981,751,0,268.58156650608885,249.68489100850636,0.26656182166217757,US,mobile
80e6b5d0-a9d9-3650-0c6b-df0d7796668d,111.2954984452331,527,4,283.74523638176703,130.75861697694342,0.4888414604315615,US,web
eae3732d-38c1-15d6-9a1f-7aa536eafa28,53.868096742483395,578,0,148.82514852815385,149.08281370574866,0.17353606531134183,US,web
c87383f4-b142-9de1-7c47-571849dc9b34,86.25003368983387,633,7,180.21338136480418,71.58680481511684,0.0,US,web
701f9706-f89a-6643-543b-cd04365e52e7,86.56007845229801,1299,0,249.50450469055488,137.37948400435334,0.06363003533186708,IN,mobile
293ba8b9-317b-3b86-4157-89161202d125,532.1067438570448,369,5,168.24900054825096,155.6531557221131,0.14275732448738257,US,mobile
898e53e0-c517-a35a-71f9-65b916bfc355,425.0555933485009,520,5,256.08328597080765,51.11412460406487,0.0,US,web
c9498373-78c0-2b33-310d-70c35dd3ecf5,143.68612117727474,1301,3,196.30483305664072,276.3498243062853,0.16735489162954914,US,web
ca8bc116-a32e-6908-3d23-5422537696b2,60.06227836199703,705,5,228.5122649735347,0.0,0.10640036739051062,US,web
101a254a-3551-084a-6c1b-fcd667659e61,52.38289651502496,112,4,305.75011193511386,51.71202815032752,0.5439280263086111,US,mobile
363519c6-4de5-effa-77bc-394e6e1e9334,124.42212954410853,144,6,178.64838858073784,10.903713731582698,0.24300444858008052,IN,web
9ffa5c44-d2c9-c8e2-a6fb-ad9d1c5d552b,7.6406639941537335,552,11,120.57670647413194,145.7263547843406,0.282604326424556,GB,mobile
dbdefbab-aa2f-c00e-541a-a45dae1e1d03,59.240504451647894,1191,7,216.7069724618282,94.74783881655507,0.08622545676383508,US,mobile
c8454836-6507-51aa-446e-fd34e1e804b6,63.36240181194353,581,5,172.13359678428168,1045.4782558374513,0.595219539872973,US,web
13abb4a3-6c47-914d-3aa7-719261186299,6.106061718251014,188,2,103.38913116136041,0.0,0.3921429585271089,IN,web
6b1e97e7-ab3f-55c3-be95-856a6790e118,44.55699622346113,184,3,45.42580937539671,34.52888498290271,0.0,US,web
3779a772-76cf-9cac-df30-2b0401ab33e5,312.8769143272855,13,2,52.30232658248714,1.1721200991308969,0.15894443544933876,IN,web
cbacc914-5873-9e18-183e-3ff688fb3cb3,29.499771828400597,159,5,200.68741609425103,247.67253966380304,0.0,US,api
5c0f9006-b460-5d86-5ef3-97cd0599054f,12.635803392029592,0,2,127.08796803413418,0.0,0.006562347797638313,IN,web
d1c2ea40-907d-3433-4316-b723026ae9bb,38.88887251691527,0,7,241.379244840579,124.98768588855037,0.24683621906562914,IN,api
6e89aa01-08da-627e-fc51-be5a27430a5c,89.10515738184358,0,0,9.31768077424492,104.47024995527121,0.4511132251166057,US,web
c37bc213-10d4-4619-471a-38b82e4ba87f,44.83479522603718,304,2,222.66259902875532,0.0,0.5313129824484762,US,web
fdab1b40-af53-7d66-6798-c27926981fe2,24.814863840899385,1058,5,90.68033569167396,0.0,0.7486942644638805,US,mobile
e57b8309-5cdf-6fad-d3ff-f5d6ba7051f1,19.985239063878918,664,13,170.54283614716906,40.17077214196633,0.6732303873028522,US,web
